HOUSEHOLD_ID,UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,TOTAL PAKW,TOTAL_HH
87c5230c,18-29 TAHUN,LELAKI,JOHOR,BATU PAHAT,LUAR BANDAR,1231.44,1
