UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,Mean(TOTAL_PAKW_MAKANAN),Mean(p_rent),Mean(p_lain2)
4-6 TAHUN,PEREMPUAN,KELANTAN,TANAH MERAH,LUAR BANDAR,181.63,215.2,218.79
4-6 TAHUN,PEREMPUAN,KELANTAN,TUMPAT,BANDAR,199.35,279.62,270.33
4-6 TAHUN,PEREMPUAN,KELANTAN,TUMPAT,LUAR BANDAR,185.43,247.66,244.61
4-6 TAHUN,PEREMPUAN,KELANTAN,GUA MUSANG,BANDAR,198.45,278.88,372.74
4-6 TAHUN,PEREMPUAN,KELANTAN,GUA MUSANG,LUAR BANDAR,186.06,249.4,342.57
4-6 TAHUN,PEREMPUAN,KELANTAN,KUALA KRAI,BANDAR,204.58,297.23,385.67
4-6 TAHUN,PEREMPUAN,KELANTAN,KUALA KRAI,LUAR BANDAR,179.95,203.91,212.63
4-6 TAHUN,PEREMPUAN,KELANTAN,JELI,BANDAR,192.27,247.7,255.59
4-6 TAHUN,PEREMPUAN,KELANTAN,JELI,LUAR BANDAR,192.27,247.7,255.59
4-6 TAHUN,PEREMPUAN,KELANTAN,JAJAHAN KECIL LOJING,BANDAR,204.1,319.64,314.39
4-6 TAHUN,PEREMPUAN,KELANTAN,JAJAHAN KECIL LOJING,LUAR BANDAR,180.15,112.86,132.21
4-6 TAHUN,PEREMPUAN,MELAKA,ALOR GAJAH,BANDAR,275.99,403.6,543.76
4-6 TAHUN,PEREMPUAN,MELAKA,ALOR GAJAH,LUAR BANDAR,244.42,312.05,511.84
4-6 TAHUN,PEREMPUAN,MELAKA,JASIN,BANDAR,264.68,330.88,535.33
4-6 TAHUN,PEREMPUAN,MELAKA,JASIN,LUAR BANDAR,236.87,322.44,531.15
4-6 TAHUN,PEREMPUAN,MELAKA,MELAKA TENGAH,BANDAR,285.95,462.82,665.14
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,JELEBU,BANDAR,231.19,343.47,502.58
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,JELEBU,LUAR BANDAR,231.19,343.47,502.58
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,KUALA PILAH,BANDAR,237.72,381.49,481.93
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,KUALA PILAH,LUAR BANDAR,236.69,267.88,434.42
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,PORT DICKSON,BANDAR,226.71,423.9,465.71
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,PORT DICKSON,LUAR BANDAR,227.49,334.87,447.67
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,REMBAU,BANDAR,234.13,487.01,496.96
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,REMBAU,LUAR BANDAR,241.53,363.03,427.71
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,SEREMBAN,BANDAR,239.73,508.49,505.26
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,SEREMBAN,LUAR BANDAR,235.15,390.95,463.65
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,TAMPIN,BANDAR,230.7,396.31,471.35
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,TAMPIN,LUAR BANDAR,230.49,267.08,472.48
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,JEMPOL,BANDAR,226.78,410.04,461.46
4-6 TAHUN,PEREMPUAN,NEGERI SEMBILAN,JEMPOL,LUAR BANDAR,220.51,282.54,393.95
4-6 TAHUN,PEREMPUAN,PAHANG,BENTONG,BANDAR,233.22,469.8,463.94
4-6 TAHUN,PEREMPUAN,PAHANG,BENTONG,LUAR BANDAR,238.48,476.49,447.69
4-6 TAHUN,PEREMPUAN,PAHANG,CAMERON HIGHLANDS,BANDAR,242.2,432.65,419.71
4-6 TAHUN,PEREMPUAN,PAHANG,CAMERON HIGHLANDS,LUAR BANDAR,245.53,494.54,486.52
4-6 TAHUN,PEREMPUAN,PAHANG,JERANTUT,BANDAR,235.82,387.93,456.87
4-6 TAHUN,PEREMPUAN,PAHANG,JERANTUT,LUAR BANDAR,233.5,297.86,434.91
4-6 TAHUN,PEREMPUAN,PAHANG,KUANTAN,BANDAR,205.19,425.09,444.24
4-6 TAHUN,PEREMPUAN,PAHANG,KUANTAN,LUAR BANDAR,225.84,303.28,329.63
4-6 TAHUN,PEREMPUAN,PAHANG,LIPIS,BANDAR,241.63,439.8,507.54
4-6 TAHUN,PEREMPUAN,PAHANG,LIPIS,LUAR BANDAR,232.03,324,389.5
4-6 TAHUN,PEREMPUAN,PAHANG,PEKAN,BANDAR,235.94,329.14,379.48
4-6 TAHUN,PEREMPUAN,PAHANG,PEKAN,LUAR BANDAR,220.81,217.2,366.58
4-6 TAHUN,PEREMPUAN,PAHANG,RAUB,BANDAR,232.44,473.12,455.97
4-6 TAHUN,PEREMPUAN,PAHANG,RAUB,LUAR BANDAR,229.14,368.37,418.89
4-6 TAHUN,PEREMPUAN,PAHANG,TEMERLOH,BANDAR,232.29,431.26,426.69
4-6 TAHUN,PEREMPUAN,PAHANG,TEMERLOH,LUAR BANDAR,237.1,339.18,414.02
4-6 TAHUN,PEREMPUAN,PAHANG,ROMPIN,BANDAR,205.42,367.64,440.2
4-6 TAHUN,PEREMPUAN,PAHANG,ROMPIN,LUAR BANDAR,230.18,340.26,396.62
4-6 TAHUN,PEREMPUAN,PAHANG,MARAN,BANDAR,225.51,388.72,480.06
4-6 TAHUN,PEREMPUAN,PAHANG,MARAN,LUAR BANDAR,222.16,316.41,421.79
4-6 TAHUN,PEREMPUAN,PAHANG,BERA,BANDAR,238.24,466.18,513.28
4-6 TAHUN,PEREMPUAN,PAHANG,BERA,LUAR BANDAR,239.68,302.43,432.97
4-6 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI TENGAH,BANDAR,220.58,522.31,507.84
4-6 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI TENGAH,LUAR BANDAR,195.83,318.15,300.61
4-6 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI UTARA,BANDAR,241.63,479.08,450.28
4-6 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI UTARA,LUAR BANDAR,193.3,263.2,317.5
4-6 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI SELATAN,BANDAR,244.36,511.92,512.03
4-6 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI SELATAN,LUAR BANDAR,197.5,269.96,357.14
4-6 TAHUN,PEREMPUAN,PULAU PINANG,TIMUR LAUT,BANDAR,252.61,863.61,672.63
4-6 TAHUN,PEREMPUAN,PULAU PINANG,BARAT DAYA,BANDAR,238.66,773.25,592.29
4-6 TAHUN,PEREMPUAN,PULAU PINANG,BARAT DAYA,LUAR BANDAR,218.88,652.81,508.44
4-6 TAHUN,PEREMPUAN,PERAK,BATANG PADANG,BANDAR,228.46,383.99,523.82
4-6 TAHUN,PEREMPUAN,PERAK,BATANG PADANG,LUAR BANDAR,189.43,287.87,371.89
4-6 TAHUN,PEREMPUAN,PERAK,MANJUNG,BANDAR,235.55,418.25,407.83
4-6 TAHUN,PEREMPUAN,PERAK,MANJUNG,LUAR BANDAR,216.49,247.15,278.69
4-6 TAHUN,PEREMPUAN,PERAK,KINTA,BANDAR,241.44,436.15,459.7
4-6 TAHUN,PEREMPUAN,PERAK,KINTA,LUAR BANDAR,211.73,434.91,373.91
4-6 TAHUN,PEREMPUAN,PERAK,KERIAN,BANDAR,211.66,279.83,349.44
4-6 TAHUN,PEREMPUAN,PERAK,KERIAN,LUAR BANDAR,208.05,248.51,257.84
4-6 TAHUN,PEREMPUAN,PERAK,KUALA KANGSAR,BANDAR,231.17,314.27,409.41
4-6 TAHUN,PEREMPUAN,PERAK,KUALA KANGSAR,LUAR BANDAR,201.62,285.6,293.49
4-6 TAHUN,PEREMPUAN,PERAK,LARUT DAN MATANG,BANDAR,222,371.9,381.52
4-6 TAHUN,PEREMPUAN,PERAK,LARUT DAN MATANG,LUAR BANDAR,215.99,268.76,341.47
4-6 TAHUN,PEREMPUAN,PERAK,HILIR PERAK,BANDAR,212.3,359.33,388.68
4-6 TAHUN,PEREMPUAN,PERAK,HILIR PERAK,LUAR BANDAR,191.6,275.99,274.8
4-6 TAHUN,PEREMPUAN,PERAK,HULU PERAK,BANDAR,233.94,300.36,339.11
4-6 TAHUN,PEREMPUAN,PERAK,HULU PERAK,LUAR BANDAR,203.81,225.73,298.41
4-6 TAHUN,PEREMPUAN,PERAK,PERAK TENGAH,BANDAR,221,435.12,483.07
4-6 TAHUN,PEREMPUAN,PERAK,PERAK TENGAH,LUAR BANDAR,186.32,261.64,316.95
4-6 TAHUN,PEREMPUAN,PERAK,KAMPAR,BANDAR,223.71,335.91,425.08
4-6 TAHUN,PEREMPUAN,PERAK,KAMPAR,LUAR BANDAR,202.83,239.18,368
4-6 TAHUN,PEREMPUAN,PERAK,MUALLIM,BANDAR,227.26,363.79,513.94
4-6 TAHUN,PEREMPUAN,PERAK,MUALLIM,LUAR BANDAR,189.82,296.46,360.75
4-6 TAHUN,PEREMPUAN,PERAK,BAGAN DATUK,BANDAR,224.31,340.55,371.07
4-6 TAHUN,PEREMPUAN,PERAK,BAGAN DATUK,LUAR BANDAR,194.59,267.17,326.49
4-6 TAHUN,PEREMPUAN,PERAK,SELAMA,BANDAR,224.2,401.99,436.76
4-6 TAHUN,PEREMPUAN,PERAK,SELAMA,LUAR BANDAR,217.2,305.59,321.17
4-6 TAHUN,PEREMPUAN,PERLIS,PERLIS,TIDAK PASTI,209.36,311.5,409.91
4-6 TAHUN,PEREMPUAN,PERLIS,PERLIS,BANDAR,209.36,311.5,409.91
4-6 TAHUN,PEREMPUAN,PERLIS,PERLIS,LUAR BANDAR,202.76,282.07,370.31
4-6 TAHUN,PEREMPUAN,SELANGOR,GOMBAK,BANDAR,266.75,596.96,547.96
4-6 TAHUN,PEREMPUAN,SELANGOR,GOMBAK,LUAR BANDAR,259.66,319.67,425.64
4-6 TAHUN,PEREMPUAN,SELANGOR,KLANG,BANDAR,288.03,653.59,554.16
4-6 TAHUN,PEREMPUAN,SELANGOR,KLANG,LUAR BANDAR,259.48,338.34,341.62
4-6 TAHUN,PEREMPUAN,SELANGOR,KUALA LANGAT,BANDAR,265.86,638.4,505.78
4-6 TAHUN,PEREMPUAN,SELANGOR,KUALA LANGAT,LUAR BANDAR,269.67,599.08,474.26
4-6 TAHUN,PEREMPUAN,SELANGOR,KUALA SELANGOR,BANDAR,265.83,645.55,532.85
4-6 TAHUN,PEREMPUAN,SELANGOR,KUALA SELANGOR,LUAR BANDAR,271.75,442.82,497.74
4-6 TAHUN,PEREMPUAN,SELANGOR,PETALING,BANDAR,308.14,905.22,705.96
4-6 TAHUN,PEREMPUAN,SELANGOR,SABAK BERNAM,BANDAR,270.3,489.32,479.7
4-6 TAHUN,PEREMPUAN,SELANGOR,SABAK BERNAM,LUAR BANDAR,263.63,489.75,462.5
4-6 TAHUN,PEREMPUAN,SELANGOR,SEPANG,BANDAR,288.87,863.28,600.67
4-6 TAHUN,PEREMPUAN,SELANGOR,SEPANG,LUAR BANDAR,257.8,679.75,612.54
4-6 TAHUN,PEREMPUAN,SELANGOR,HULU LANGAT,BANDAR,296.52,757.28,507.71
4-6 TAHUN,PEREMPUAN,SELANGOR,HULU LANGAT,LUAR BANDAR,254.79,535.03,404.23
4-6 TAHUN,PEREMPUAN,SELANGOR,HULU SELANGOR,BANDAR,261.7,388.23,459.77
4-6 TAHUN,PEREMPUAN,SELANGOR,HULU SELANGOR,LUAR BANDAR,265.6,444.95,511.52
4-6 TAHUN,PEREMPUAN,TERENGGANU,BESUT,BANDAR,212.29,262.31,347
4-6 TAHUN,PEREMPUAN,TERENGGANU,BESUT,LUAR BANDAR,192.77,271.75,291.97
4-6 TAHUN,PEREMPUAN,TERENGGANU,DUNGUN,BANDAR,229.74,370.77,384.93
4-6 TAHUN,PEREMPUAN,TERENGGANU,DUNGUN,LUAR BANDAR,218.54,288.77,324.99
4-6 TAHUN,PEREMPUAN,TERENGGANU,KEMAMAN,BANDAR,226.31,419.25,433.44
4-6 TAHUN,PEREMPUAN,TERENGGANU,KEMAMAN,LUAR BANDAR,211.92,346.68,389.74
4-6 TAHUN,PEREMPUAN,TERENGGANU,KUALA TERENGGANU,BANDAR,231.45,338.88,348.9
4-6 TAHUN,PEREMPUAN,TERENGGANU,KUALA TERENGGANU,LUAR BANDAR,221.45,348.19,289.51
4-6 TAHUN,PEREMPUAN,TERENGGANU,MARANG,BANDAR,220.85,352.87,366.69
4-6 TAHUN,PEREMPUAN,TERENGGANU,MARANG,LUAR BANDAR,212.31,362.4,359.33
4-6 TAHUN,PEREMPUAN,TERENGGANU,HULU TERENGGANU,BANDAR,225.28,390.85,524.76
4-6 TAHUN,PEREMPUAN,TERENGGANU,HULU TERENGGANU,LUAR BANDAR,212.75,339.34,351.37
4-6 TAHUN,PEREMPUAN,TERENGGANU,SETIU,BANDAR,229.02,363.37,391.55
4-6 TAHUN,PEREMPUAN,TERENGGANU,SETIU,LUAR BANDAR,197.28,262.59,335.9
4-6 TAHUN,PEREMPUAN,TERENGGANU,KUALA NERUS,BANDAR,229.45,376.43,441.8
4-6 TAHUN,PEREMPUAN,TERENGGANU,KUALA NERUS,LUAR BANDAR,212.8,335.76,383.52
4-6 TAHUN,PEREMPUAN,SABAH,TAWAU,BANDAR,195.22,531.63,302.95
4-6 TAHUN,PEREMPUAN,SABAH,TAWAU,LUAR BANDAR,187.44,358,238.63
4-6 TAHUN,PEREMPUAN,SABAH,LAHAD DATU,BANDAR,182.41,377.56,334.84
4-6 TAHUN,PEREMPUAN,SABAH,LAHAD DATU,LUAR BANDAR,178.37,318.41,301.88
4-6 TAHUN,PEREMPUAN,SABAH,SEMPORNA,BANDAR,186.75,398.31,250.53
4-6 TAHUN,PEREMPUAN,SABAH,SEMPORNA,LUAR BANDAR,181.88,261.66,169.91
4-6 TAHUN,PEREMPUAN,SABAH,SANDAKAN,BANDAR,201.25,504.79,320.4
4-6 TAHUN,PEREMPUAN,SABAH,SANDAKAN,LUAR BANDAR,200.35,349.88,177.77
4-6 TAHUN,PEREMPUAN,SABAH,KINABATANGAN,BANDAR,199.88,372.44,274.52
4-6 TAHUN,PEREMPUAN,SABAH,KINABATANGAN,LUAR BANDAR,193.38,385.91,211.61
4-6 TAHUN,PEREMPUAN,SABAH,BELURAN,BANDAR,206.35,298.65,298.65
4-6 TAHUN,PEREMPUAN,SABAH,BELURAN,LUAR BANDAR,206.35,298.65,298.65
4-6 TAHUN,PEREMPUAN,SABAH,KOTA KINABALU,BANDAR,195.4,586.49,407.64
4-6 TAHUN,PEREMPUAN,SABAH,KOTA KINABALU,LUAR BANDAR,196.04,295.6,313.37
4-6 TAHUN,PEREMPUAN,SABAH,RANAU,BANDAR,212.11,394.06,297.73
4-6 TAHUN,PEREMPUAN,SABAH,RANAU,LUAR BANDAR,193.56,353.67,285.84
4-6 TAHUN,PEREMPUAN,SABAH,KOTA BELUD,BANDAR,196.18,472.75,338.03
4-6 TAHUN,PEREMPUAN,SABAH,KOTA BELUD,LUAR BANDAR,190.78,355.15,244.97
4-6 TAHUN,PEREMPUAN,SABAH,TUARAN,BANDAR,193.32,404.55,361.95
4-6 TAHUN,PEREMPUAN,SABAH,TUARAN,LUAR BANDAR,192.59,429.08,298.57
4-6 TAHUN,PEREMPUAN,SABAH,PENAMPANG,BANDAR,210.5,579.68,469.71
4-6 TAHUN,PEREMPUAN,SABAH,PENAMPANG,LUAR BANDAR,200.94,392.78,381.48
4-6 TAHUN,PEREMPUAN,SABAH,PAPAR,BANDAR,201.28,459.96,324.4
4-6 TAHUN,PEREMPUAN,SABAH,PAPAR,LUAR BANDAR,185.09,401.72,264.52
4-6 TAHUN,PEREMPUAN,SABAH,KUDAT,BANDAR,190.74,451.79,361.03
4-6 TAHUN,PEREMPUAN,SABAH,KUDAT,LUAR BANDAR,185.82,281.55,285.86
4-6 TAHUN,PEREMPUAN,SABAH,KOTA MARUDU,BANDAR,194.5,412.84,320.49
4-6 TAHUN,PEREMPUAN,SABAH,KOTA MARUDU,LUAR BANDAR,181.05,345.26,204.51
4-6 TAHUN,PEREMPUAN,SABAH,PITAS,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,PITAS,LUAR BANDAR,185.62,303.02,279.16
4-6 TAHUN,PEREMPUAN,SABAH,BEAUFORT,BANDAR,199.31,512.11,408.57
4-6 TAHUN,PEREMPUAN,SABAH,BEAUFORT,LUAR BANDAR,183.76,385.81,241.32
4-6 TAHUN,PEREMPUAN,SABAH,KUALA PENYU,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,KUALA PENYU,LUAR BANDAR,179.32,399.45,405.07
4-6 TAHUN,PEREMPUAN,SABAH,SIPITANG,BANDAR,187.15,398.49,342.26
4-6 TAHUN,PEREMPUAN,SABAH,SIPITANG,LUAR BANDAR,191.55,476.04,334.25
4-6 TAHUN,PEREMPUAN,SABAH,TENOM,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,TENOM,LUAR BANDAR,183.3,374.29,291.79
4-6 TAHUN,PEREMPUAN,SABAH,NABAWAN,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,NABAWAN,LUAR BANDAR,186.91,313,260.33
4-6 TAHUN,PEREMPUAN,SABAH,KENINGAU,BANDAR,198.24,443.65,330.62
4-6 TAHUN,PEREMPUAN,SABAH,KENINGAU,LUAR BANDAR,185.97,331.31,212.06
4-6 TAHUN,PEREMPUAN,SABAH,TAMBUNAN,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,TAMBUNAN,LUAR BANDAR,185.26,384.58,297.78
4-6 TAHUN,PEREMPUAN,SABAH,KUNAK,BANDAR,178.16,350.67,204.61
4-6 TAHUN,PEREMPUAN,SABAH,KUNAK,LUAR BANDAR,173.6,361.44,281.69
4-6 TAHUN,PEREMPUAN,SABAH,TONGOD,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,TONGOD,LUAR BANDAR,191.22,338.52,286.16
4-6 TAHUN,PEREMPUAN,SABAH,PUTATAN,BANDAR,202.92,442.87,309.43
4-6 TAHUN,PEREMPUAN,SABAH,TELUPID,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,TELUPID,LUAR BANDAR,199.12,436.25,354.23
4-6 TAHUN,PEREMPUAN,SABAH,KALABAKAN,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,KALABAKAN,LUAR BANDAR,169.93,378.65,245.34
4-6 TAHUN,PEREMPUAN,SABAH,MEMBAKUT,BANDAR,198.63,512.27,360.31
4-6 TAHUN,PEREMPUAN,SABAH,MEMBAKUT,LUAR BANDAR,189.34,356.04,266.65
4-6 TAHUN,PEREMPUAN,SARAWAK,KUCHING,BANDAR,277.2,530.76,425.78
4-6 TAHUN,PEREMPUAN,SARAWAK,KUCHING,LUAR BANDAR,214.45,329.11,267.78
4-6 TAHUN,PEREMPUAN,SARAWAK,BAU,BANDAR,219.69,322.82,374.31
4-6 TAHUN,PEREMPUAN,SARAWAK,BAU,LUAR BANDAR,218.67,300.53,233.58
4-6 TAHUN,PEREMPUAN,SARAWAK,LUNDU,BANDAR,219.69,322.82,374.31
4-6 TAHUN,PEREMPUAN,SARAWAK,LUNDU,LUAR BANDAR,219.69,322.82,374.31
4-6 TAHUN,PEREMPUAN,SARAWAK,SAMARAHAN,BANDAR,286.24,512.08,402.05
4-6 TAHUN,PEREMPUAN,SARAWAK,SAMARAHAN,LUAR BANDAR,209.73,301.25,262.12
4-6 TAHUN,PEREMPUAN,SARAWAK,SERIAN,BANDAR,279.44,373.64,379.86
4-6 TAHUN,PEREMPUAN,SARAWAK,SERIAN,LUAR BANDAR,207.37,310.04,288.12
4-6 TAHUN,PEREMPUAN,SARAWAK,SIMUNJAN,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,SIMUNJAN,LUAR BANDAR,211.19,248.72,263.87
4-6 TAHUN,PEREMPUAN,SARAWAK,SRI AMAN,BANDAR,265.73,347.03,399.75
4-6 TAHUN,PEREMPUAN,SARAWAK,SRI AMAN,LUAR BANDAR,192.55,196.75,348
4-6 TAHUN,PEREMPUAN,SARAWAK,LUBOK ANTU,BANDAR,207.69,178.91,446.84
4-6 TAHUN,PEREMPUAN,SARAWAK,LUBOK ANTU,LUAR BANDAR,207.69,178.91,446.84
4-6 TAHUN,PEREMPUAN,SARAWAK,BETONG,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,BETONG,LUAR BANDAR,209.55,211.84,295.89
4-6 TAHUN,PEREMPUAN,SARAWAK,SARATOK,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,SARATOK,LUAR BANDAR,208.4,200.55,388.94
4-6 TAHUN,PEREMPUAN,SARAWAK,SARIKEI,BANDAR,245.34,416.85,490.47
4-6 TAHUN,PEREMPUAN,SARAWAK,SARIKEI,LUAR BANDAR,197.95,120.4,300.28
4-6 TAHUN,PEREMPUAN,SARAWAK,MARADONG,BANDAR,241.53,351.44,311.17
4-6 TAHUN,PEREMPUAN,SARAWAK,MARADONG,LUAR BANDAR,207.74,104.12,261.53
4-6 TAHUN,PEREMPUAN,SARAWAK,DARO,LUAR BANDAR,202.94,226.72,350.78
4-6 TAHUN,PEREMPUAN,SARAWAK,JULAU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,JULAU,LUAR BANDAR,212.73,107.09,327.58
4-6 TAHUN,PEREMPUAN,SARAWAK,SIBU,BANDAR,232.03,534.95,445.44
4-6 TAHUN,PEREMPUAN,SARAWAK,SIBU,LUAR BANDAR,207.19,198.39,354.03
4-6 TAHUN,PEREMPUAN,SARAWAK,DALAT,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,DALAT,LUAR BANDAR,202.39,292.42,402.24
4-6 TAHUN,PEREMPUAN,SARAWAK,MUKAH,BANDAR,242.41,436.87,436.59
4-6 TAHUN,PEREMPUAN,SARAWAK,MUKAH,LUAR BANDAR,198.1,294.55,357.52
4-6 TAHUN,PEREMPUAN,SARAWAK,KANOWIT,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,KANOWIT,LUAR BANDAR,204.72,280.96,316.51
4-6 TAHUN,PEREMPUAN,SARAWAK,BINTULU,BANDAR,255.92,641.17,420.36
4-6 TAHUN,PEREMPUAN,SARAWAK,BINTULU,LUAR BANDAR,217.39,271.1,368.49
4-6 TAHUN,PEREMPUAN,SARAWAK,TATAU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,TATAU,LUAR BANDAR,212.83,338.74,338.74
4-6 TAHUN,PEREMPUAN,SARAWAK,KAPIT,BANDAR,277.8,398.17,501.71
4-6 TAHUN,PEREMPUAN,SARAWAK,KAPIT,LUAR BANDAR,210.46,200.88,488.14
4-6 TAHUN,PEREMPUAN,SARAWAK,SONG,LUAR BANDAR,213.92,219.69,638.59
4-6 TAHUN,PEREMPUAN,SARAWAK,BELAGA,LUAR BANDAR,203.17,216.79,453.45
4-6 TAHUN,PEREMPUAN,SARAWAK,MIRI,BANDAR,269.12,581.8,431.43
4-6 TAHUN,PEREMPUAN,SARAWAK,MIRI,LUAR BANDAR,217.21,307.32,422.54
4-6 TAHUN,PEREMPUAN,SARAWAK,MARUDI,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,MARUDI,LUAR BANDAR,214.11,264.83,368.49
4-6 TAHUN,PEREMPUAN,SARAWAK,LIMBANG,BANDAR,252.37,346.23,391.7
4-6 TAHUN,PEREMPUAN,SARAWAK,LIMBANG,LUAR BANDAR,213.49,253.05,300.63
4-6 TAHUN,PEREMPUAN,SARAWAK,LAWAS,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,LAWAS,LUAR BANDAR,196.79,367.16,384.86
4-6 TAHUN,PEREMPUAN,SARAWAK,MATU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,MATU,LUAR BANDAR,208.63,232.15,359.02
4-6 TAHUN,PEREMPUAN,SARAWAK,ASAJAYA,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,ASAJAYA,LUAR BANDAR,224.1,291.05,234.7
4-6 TAHUN,PEREMPUAN,SARAWAK,PAKAN,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,PAKAN,LUAR BANDAR,208.23,85.32,287.95
4-6 TAHUN,PEREMPUAN,SARAWAK,SELANGAU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,SELANGAU,LUAR BANDAR,190.58,175.07,531.58
4-6 TAHUN,PEREMPUAN,SARAWAK,TEBEDU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,TEBEDU,LUAR BANDAR,204.77,109.32,498.01
4-6 TAHUN,PEREMPUAN,SARAWAK,PUSA,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,PUSA,LUAR BANDAR,202.71,268.03,190.81
4-6 TAHUN,PEREMPUAN,SARAWAK,KABONG,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,KABONG,LUAR BANDAR,211.14,239.57,242.86
4-6 TAHUN,PEREMPUAN,SARAWAK,TANJUNG MANIS,LUAR BANDAR,203.28,128.01,343.83
4-6 TAHUN,PEREMPUAN,SARAWAK,SEBAUH,LUAR BANDAR,215.74,273.56,343.54
4-6 TAHUN,PEREMPUAN,SARAWAK,BUKIT MABONG,LUAR BANDAR,202.73,211.65,426.13
4-6 TAHUN,PEREMPUAN,SARAWAK,SUBIS,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,SUBIS,LUAR BANDAR,216.17,114.68,366.61
4-6 TAHUN,PEREMPUAN,SARAWAK,BELURU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,BELURU,LUAR BANDAR,219.97,156.88,358.23
4-6 TAHUN,PEREMPUAN,SARAWAK,TELANG USAN,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,TELANG USAN,LUAR BANDAR,208.66,211.58,307.14
4-6 TAHUN,PEREMPUAN,SARAWAK,GEDONG,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,GEDONG,LUAR BANDAR,210.01,245.75,339.96
4-6 TAHUN,PEREMPUAN,SARAWAK,SEBUYAU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,SEBUYAU,LUAR BANDAR,210.01,245.75,339.96
4-6 TAHUN,PEREMPUAN,SARAWAK,SIBURAN,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,SIBURAN,LUAR BANDAR,210.01,245.75,339.96
4-6 TAHUN,PEREMPUAN,SARAWAK,PANTU,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,PANTU,LUAR BANDAR,210.01,245.75,339.96
4-6 TAHUN,PEREMPUAN,SARAWAK,LINGGA,BANDAR,260.41,533.08,426.1
4-6 TAHUN,PEREMPUAN,SARAWAK,LINGGA,LUAR BANDAR,210.01,245.75,339.96
